# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database may not 
# have received Director's approval.  Any such data values are qualified as provisional and 
# are subject to revision.  Provisional data are released on the condition that neither the 
# USGS nor the United States Government may be held liable for any damages resulting from its use.
#  Go to http://help.waterdata.usgs.gov/policies/provisional-data-statement for more information.
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2024-10-12 07:07:53 -04:00	(nadww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 07031650 WOLF RIVER AT GERMANTOWN, TN
# -----------------------------------------------------------------------------------
#
# TS_ID - An internal number representing a time series.
#
# Data provided for site 07031650
#    TS_ID       Parameter Description
#    131625      00060     Discharge, cubic feet per second
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#
agency_cd	site_no	datetime	tz_cd	131625_00060	131625_00060_cd
USGS	07031650	2024-03-09 02:00	CST	511	A
USGS	07031650	2024-03-09 02:15	CST	511	A
USGS	07031650	2024-03-09 02:30	CST	511	A
USGS	07031650	2024-03-09 02:45	CST	511	A
USGS	07031650	2024-03-09 03:00	CST	508	A
USGS	07031650	2024-03-09 03:15	CST	508	A
USGS	07031650	2024-03-09 03:30	CST	508	A
USGS	07031650	2024-03-09 03:45	CST	508	A
USGS	07031650	2024-03-09 04:00	CST	508	A
USGS	07031650	2024-03-09 04:15	CST	508	A
USGS	07031650	2024-03-09 04:30	CST	508	A
USGS	07031650	2024-03-09 04:45	CST	508	A
USGS	07031650	2024-03-09 05:00	CST	508	A
USGS	07031650	2024-03-09 05:15	CST	508	A
USGS	07031650	2024-03-09 05:30	CST	508	A
USGS	07031650	2024-03-09 05:45	CST	506	A
USGS	07031650	2024-03-09 06:00	CST	506	A
USGS	07031650	2024-03-09 06:15	CST	506	A
USGS	07031650	2024-03-09 06:30	CST	506	A
USGS	07031650	2024-03-09 06:45	CST	508	A
USGS	07031650	2024-03-09 07:00	CST	506	A
USGS	07031650	2024-03-09 07:15	CST	506	A
USGS	07031650	2024-03-09 07:30	CST	506	A
USGS	07031650	2024-03-09 07:45	CST	506	A
USGS	07031650	2024-03-09 08:00	CST	506	A
USGS	07031650	2024-03-09 08:15	CST	506	A
USGS	07031650	2024-03-09 08:30	CST	506	A
USGS	07031650	2024-03-09 08:45	CST	503	A
USGS	07031650	2024-03-09 09:00	CST	503	A
USGS	07031650	2024-03-09 09:15	CST	503	A
USGS	07031650	2024-03-09 09:30	CST	506	A
USGS	07031650	2024-03-09 09:45	CST	503	A
USGS	07031650	2024-03-09 10:00	CST	503	A
USGS	07031650	2024-03-09 10:15	CST	503	A
USGS	07031650	2024-03-09 10:30	CST	503	A
USGS	07031650	2024-03-09 10:45	CST	503	A
USGS	07031650	2024-03-09 11:00	CST	503	A
USGS	07031650	2024-03-09 11:15	CST	503	A
USGS	07031650	2024-03-09 11:30	CST	500	A
USGS	07031650	2024-03-09 11:45	CST	500	A
USGS	07031650	2024-03-09 12:00	CST	500	A
USGS	07031650	2024-03-09 12:15	CST	500	A
USGS	07031650	2024-03-09 12:30	CST	500	A
USGS	07031650	2024-03-09 12:45	CST	500	A
USGS	07031650	2024-03-09 13:00	CST	500	A
USGS	07031650	2024-03-09 13:15	CST	500	A
USGS	07031650	2024-03-09 13:30	CST	503	A
USGS	07031650	2024-03-09 13:45	CST	503	A
USGS	07031650	2024-03-09 14:00	CST	500	A
USGS	07031650	2024-03-09 14:15	CST	503	A
USGS	07031650	2024-03-09 14:30	CST	503	A
USGS	07031650	2024-03-09 14:45	CST	503	A
USGS	07031650	2024-03-09 15:00	CST	503	A
USGS	07031650	2024-03-09 15:15	CST	503	A
USGS	07031650	2024-03-09 15:30	CST	503	A
USGS	07031650	2024-03-09 15:45	CST	503	A
USGS	07031650	2024-03-09 16:00	CST	503	A
USGS	07031650	2024-03-09 16:15	CST	503	A
USGS	07031650	2024-03-09 16:30	CST	503	A
USGS	07031650	2024-03-09 16:45	CST	503	A
USGS	07031650	2024-03-09 17:00	CST	503	A
USGS	07031650	2024-03-09 17:15	CST	506	A
USGS	07031650	2024-03-09 17:30	CST	503	A
USGS	07031650	2024-03-09 17:45	CST	506	A
USGS	07031650	2024-03-09 18:00	CST	506	A
USGS	07031650	2024-03-09 18:15	CST	506	A
USGS	07031650	2024-03-09 18:30	CST	506	A
USGS	07031650	2024-03-09 18:45	CST	506	A
USGS	07031650	2024-03-09 19:00	CST	506	A
USGS	07031650	2024-03-09 19:15	CST	503	A
USGS	07031650	2024-03-09 19:30	CST	503	A
USGS	07031650	2024-03-09 19:45	CST	503	A
USGS	07031650	2024-03-09 20:00	CST	503	A
USGS	07031650	2024-03-09 20:15	CST	503	A
USGS	07031650	2024-03-09 20:30	CST	506	A
USGS	07031650	2024-03-09 20:45	CST	503	A
USGS	07031650	2024-03-09 21:00	CST	503	A
USGS	07031650	2024-03-09 21:15	CST	503	A
USGS	07031650	2024-03-09 21:30	CST	503	A
USGS	07031650	2024-03-09 21:45	CST	503	A
USGS	07031650	2024-03-09 22:00	CST	503	A
USGS	07031650	2024-03-09 22:15	CST	503	A
USGS	07031650	2024-03-09 22:30	CST	500	A
USGS	07031650	2024-03-09 22:45	CST	500	A
USGS	07031650	2024-03-09 23:00	CST	500	A
USGS	07031650	2024-03-09 23:15	CST	500	A
USGS	07031650	2024-03-09 23:30	CST	500	A
USGS	07031650	2024-03-09 23:45	CST	503	A
USGS	07031650	2024-03-10 00:00	CST	500	A
USGS	07031650	2024-03-10 00:15	CST	500	A
USGS	07031650	2024-03-10 00:30	CST	500	A
USGS	07031650	2024-03-10 00:45	CST	500	A
USGS	07031650	2024-03-10 01:00	CST	500	A
USGS	07031650	2024-03-10 01:15	CST	500	A
USGS	07031650	2024-03-10 01:30	CST	500	A
USGS	07031650	2024-03-10 01:45	CST	500	A
USGS	07031650	2024-03-10 03:00	CDT	500	A
USGS	07031650	2024-03-10 03:15	CDT	497	A
USGS	07031650	2024-03-10 03:30	CDT	500	A
USGS	07031650	2024-03-10 03:45	CDT	497	A
USGS	07031650	2024-03-10 04:00	CDT	500	A
USGS	07031650	2024-03-10 04:15	CDT	500	A
USGS	07031650	2024-03-10 04:30	CDT	497	A
USGS	07031650	2024-03-10 04:45	CDT	497	A
USGS	07031650	2024-03-10 05:00	CDT	500	A
USGS	07031650	2024-03-10 05:15	CDT	497	A
USGS	07031650	2024-03-10 05:30	CDT	497	A
USGS	07031650	2024-03-10 05:45	CDT	497	A
USGS	07031650	2024-03-10 06:00	CDT	497	A
USGS	07031650	2024-03-10 06:15	CDT	494	A
USGS	07031650	2024-03-10 06:30	CDT	497	A
USGS	07031650	2024-03-10 06:45	CDT	494	A
USGS	07031650	2024-03-10 07:00	CDT	494	A
USGS	07031650	2024-03-10 07:15	CDT	494	A
USGS	07031650	2024-03-10 07:30	CDT	494	A
USGS	07031650	2024-03-10 07:45	CDT	494	A
USGS	07031650	2024-03-10 08:00	CDT	491	A
USGS	07031650	2024-03-10 08:15	CDT	494	A
USGS	07031650	2024-03-10 08:30	CDT	491	A
USGS	07031650	2024-03-10 08:45	CDT	491	A
USGS	07031650	2024-03-10 09:00	CDT	489	A
USGS	07031650	2024-03-10 09:15	CDT	491	A
USGS	07031650	2024-03-10 09:30	CDT	489	A
USGS	07031650	2024-03-10 09:45	CDT	489	A
USGS	07031650	2024-03-10 10:00	CDT	489	A
USGS	07031650	2024-03-10 10:15	CDT	489	A
USGS	07031650	2024-03-10 10:30	CDT	489	A
USGS	07031650	2024-03-10 10:45	CDT	489	A
USGS	07031650	2024-03-10 11:00	CDT	486	A
USGS	07031650	2024-03-10 11:15	CDT	486	A
USGS	07031650	2024-03-10 11:30	CDT	486	A
USGS	07031650	2024-03-10 11:45	CDT	486	A
USGS	07031650	2024-03-10 12:00	CDT	489	A
USGS	07031650	2024-03-10 12:15	CDT	486	A
USGS	07031650	2024-03-10 12:30	CDT	486	A
USGS	07031650	2024-03-10 12:45	CDT	486	A
USGS	07031650	2024-03-10 13:00	CDT	483	A
USGS	07031650	2024-03-10 13:15	CDT	483	A
USGS	07031650	2024-03-10 13:30	CDT	483	A
USGS	07031650	2024-03-10 13:45	CDT	483	A
USGS	07031650	2024-03-10 14:00	CDT	486	A
USGS	07031650	2024-03-10 14:15	CDT	483	A
USGS	07031650	2024-03-10 14:30	CDT	483	A
USGS	07031650	2024-03-10 14:45	CDT	483	A
USGS	07031650	2024-03-10 15:00	CDT	483	A
USGS	07031650	2024-03-10 15:15	CDT	483	A
USGS	07031650	2024-03-10 15:30	CDT	483	A
USGS	07031650	2024-03-10 15:45	CDT	483	A
USGS	07031650	2024-03-10 16:00	CDT	483	A
USGS	07031650	2024-03-10 16:15	CDT	483	A
USGS	07031650	2024-03-10 16:30	CDT	483	A
USGS	07031650	2024-03-10 16:45	CDT	483	A
USGS	07031650	2024-03-10 17:00	CDT	483	A
USGS	07031650	2024-03-10 17:15	CDT	483	A
USGS	07031650	2024-03-10 17:30	CDT	483	A
USGS	07031650	2024-03-10 17:45	CDT	483	A
USGS	07031650	2024-03-10 18:00	CDT	483	A
USGS	07031650	2024-03-10 18:15	CDT	483	A
USGS	07031650	2024-03-10 18:30	CDT	483	A
USGS	07031650	2024-03-10 18:45	CDT	480	A
USGS	07031650	2024-03-10 19:00	CDT	480	A
USGS	07031650	2024-03-10 19:15	CDT	480	A
USGS	07031650	2024-03-10 19:30	CDT	480	A
USGS	07031650	2024-03-10 19:45	CDT	480	A
USGS	07031650	2024-03-10 20:00	CDT	480	A
USGS	07031650	2024-03-10 20:15	CDT	480	A
USGS	07031650	2024-03-10 20:30	CDT	480	A
USGS	07031650	2024-03-10 20:45	CDT	480	A
USGS	07031650	2024-03-10 21:00	CDT	480	A
USGS	07031650	2024-03-10 21:15	CDT	480	A
USGS	07031650	2024-03-10 21:30	CDT	480	A
USGS	07031650	2024-03-10 21:45	CDT	480	A
USGS	07031650	2024-03-10 22:00	CDT	480	A
USGS	07031650	2024-03-10 22:15	CDT	480	A
USGS	07031650	2024-03-10 22:30	CDT	480	A
USGS	07031650	2024-03-10 22:45	CDT	480	A
USGS	07031650	2024-03-10 23:00	CDT	480	A
USGS	07031650	2024-03-10 23:15	CDT	480	A
USGS	07031650	2024-03-10 23:30	CDT	480	A
USGS	07031650	2024-03-10 23:45	CDT	477	A
USGS	07031650	2024-03-11 00:00	CDT	477	A
USGS	07031650	2024-03-11 00:15	CDT	477	A
USGS	07031650	2024-03-11 00:30	CDT	477	A
USGS	07031650	2024-03-11 00:45	CDT	480	A
USGS	07031650	2024-03-11 01:00	CDT	477	A
USGS	07031650	2024-03-11 01:15	CDT	477	A
USGS	07031650	2024-03-11 01:30	CDT	477	A
USGS	07031650	2024-03-11 01:45	CDT	477	A
USGS	07031650	2024-03-11 02:00	CDT	477	A
USGS	07031650	2024-03-11 02:15	CDT	477	A
USGS	07031650	2024-03-11 02:30	CDT	477	A
USGS	07031650	2024-03-11 02:45	CDT	474	A
USGS	07031650	2024-03-11 03:00	CDT	474	A
USGS	07031650	2024-03-11 03:15	CDT	474	A
USGS	07031650	2024-03-11 03:30	CDT	474	A
USGS	07031650	2024-03-11 03:45	CDT	474	A
USGS	07031650	2024-03-11 04:00	CDT	474	A
USGS	07031650	2024-03-11 04:15	CDT	474	A
USGS	07031650	2024-03-11 04:30	CDT	472	A
USGS	07031650	2024-03-11 04:45	CDT	472	A
USGS	07031650	2024-03-11 05:00	CDT	472	A
USGS	07031650	2024-03-11 05:15	CDT	469	A
USGS	07031650	2024-03-11 05:30	CDT	469	A
USGS	07031650	2024-03-11 05:45	CDT	469	A
USGS	07031650	2024-03-11 06:00	CDT	469	A
USGS	07031650	2024-03-11 06:15	CDT	469	A
USGS	07031650	2024-03-11 06:30	CDT	469	A
USGS	07031650	2024-03-11 06:45	CDT	469	A
USGS	07031650	2024-03-11 07:00	CDT	469	A
USGS	07031650	2024-03-11 07:15	CDT	469	A
USGS	07031650	2024-03-11 07:30	CDT	469	A
USGS	07031650	2024-03-11 07:45	CDT	466	A
USGS	07031650	2024-03-11 08:00	CDT	466	A
USGS	07031650	2024-03-11 08:15	CDT	466	A
USGS	07031650	2024-03-11 08:30	CDT	466	A
USGS	07031650	2024-03-11 08:45	CDT	466	A
USGS	07031650	2024-03-11 09:00	CDT	466	A
USGS	07031650	2024-03-11 09:15	CDT	463	A
USGS	07031650	2024-03-11 09:30	CDT	463	A
USGS	07031650	2024-03-11 09:45	CDT	463	A
USGS	07031650	2024-03-11 10:00	CDT	463	A
USGS	07031650	2024-03-11 10:15	CDT	463	A
USGS	07031650	2024-03-11 10:30	CDT	463	A
USGS	07031650	2024-03-11 10:45	CDT	463	A
USGS	07031650	2024-03-11 11:00	CDT	463	A
USGS	07031650	2024-03-11 11:15	CDT	463	A
USGS	07031650	2024-03-11 11:30	CDT	463	A
USGS	07031650	2024-03-11 11:45	CDT	463	A
USGS	07031650	2024-03-11 12:00	CDT	463	A
USGS	07031650	2024-03-11 12:15	CDT	463	A
USGS	07031650	2024-03-11 12:30	CDT	463	A
USGS	07031650	2024-03-11 12:45	CDT	460	A
USGS	07031650	2024-03-11 13:00	CDT	463	A
USGS	07031650	2024-03-11 13:15	CDT	460	A
USGS	07031650	2024-03-11 13:30	CDT	460	A
USGS	07031650	2024-03-11 13:45	CDT	460	A
USGS	07031650	2024-03-11 14:00	CDT	463	A
USGS	07031650	2024-03-11 14:15	CDT	463	A
USGS	07031650	2024-03-11 14:30	CDT	463	A
USGS	07031650	2024-03-11 14:45	CDT	460	A
USGS	07031650	2024-03-11 15:00	CDT	460	A
USGS	07031650	2024-03-11 15:15	CDT	460	A
USGS	07031650	2024-03-11 15:30	CDT	460	A
USGS	07031650	2024-03-11 15:45	CDT	460	A
USGS	07031650	2024-03-11 16:00	CDT	460	A
USGS	07031650	2024-03-11 16:15	CDT	460	A
USGS	07031650	2024-03-11 16:30	CDT	460	A
USGS	07031650	2024-03-11 16:45	CDT	457	A
USGS	07031650	2024-03-11 17:00	CDT	460	A
USGS	07031650	2024-03-11 17:15	CDT	457	A
USGS	07031650	2024-03-11 17:30	CDT	460	A
USGS	07031650	2024-03-11 17:45	CDT	460	A
USGS	07031650	2024-03-11 18:00	CDT	460	A
USGS	07031650	2024-03-11 18:15	CDT	457	A
USGS	07031650	2024-03-11 18:30	CDT	460	A
USGS	07031650	2024-03-11 18:45	CDT	457	A
USGS	07031650	2024-03-11 19:00	CDT	457	A
USGS	07031650	2024-03-11 19:15	CDT	457	A
USGS	07031650	2024-03-11 19:30	CDT	457	A
USGS	07031650	2024-03-11 19:45	CDT	457	A
USGS	07031650	2024-03-11 20:00	CDT	457	A
USGS	07031650	2024-03-11 20:15	CDT	457	A
USGS	07031650	2024-03-11 20:30	CDT	457	A
USGS	07031650	2024-03-11 20:45	CDT	457	A
USGS	07031650	2024-03-11 21:00	CDT	457	A
USGS	07031650	2024-03-11 21:15	CDT	457	A
USGS	07031650	2024-03-11 21:30	CDT	457	A
USGS	07031650	2024-03-11 21:45	CDT	457	A
USGS	07031650	2024-03-11 22:00	CDT	457	A
USGS	07031650	2024-03-11 22:15	CDT	457	A
USGS	07031650	2024-03-11 22:30	CDT	457	A
USGS	07031650	2024-03-11 22:45	CDT	457	A
USGS	07031650	2024-03-11 23:00	CDT	457	A
USGS	07031650	2024-03-11 23:15	CDT	457	A
USGS	07031650	2024-03-11 23:30	CDT	457	A
USGS	07031650	2024-03-11 23:45	CDT	457	A
USGS	07031650	2024-03-12 00:00	CDT	457	A
USGS	07031650	2024-03-12 00:15	CDT	455	A
USGS	07031650	2024-03-12 00:30	CDT	455	A
USGS	07031650	2024-03-12 00:45	CDT	455	A
USGS	07031650	2024-03-12 01:00	CDT	455	A
USGS	07031650	2024-03-12 01:15	CDT	455	A
USGS	07031650	2024-03-12 01:30	CDT	457	A
USGS	07031650	2024-03-12 01:45	CDT	455	A
USGS	07031650	2024-03-12 02:00	CDT	455	A
USGS	07031650	2024-03-12 02:15	CDT	455	A
USGS	07031650	2024-03-12 02:30	CDT	455	A
USGS	07031650	2024-03-12 02:45	CDT	455	A
USGS	07031650	2024-03-12 03:00	CDT	455	A
USGS	07031650	2024-03-12 03:15	CDT	455	A
USGS	07031650	2024-03-12 03:30	CDT	455	A
USGS	07031650	2024-03-12 03:45	CDT	455	A
USGS	07031650	2024-03-12 04:00	CDT	452	A
USGS	07031650	2024-03-12 04:15	CDT	452	A
USGS	07031650	2024-03-12 04:30	CDT	452	A
USGS	07031650	2024-03-12 04:45	CDT	452	A
USGS	07031650	2024-03-12 05:00	CDT	452	A
USGS	07031650	2024-03-12 05:15	CDT	452	A
USGS	07031650	2024-03-12 05:30	CDT	452	A
USGS	07031650	2024-03-12 05:45	CDT	452	A
USGS	07031650	2024-03-12 06:00	CDT	449	A
USGS	07031650	2024-03-12 06:15	CDT	449	A
USGS	07031650	2024-03-12 06:30	CDT	449	A
USGS	07031650	2024-03-12 06:45	CDT	449	A
USGS	07031650	2024-03-12 07:00	CDT	449	A
USGS	07031650	2024-03-12 07:15	CDT	449	A
USGS	07031650	2024-03-12 07:30	CDT	449	A
USGS	07031650	2024-03-12 07:45	CDT	449	A
USGS	07031650	2024-03-12 08:00	CDT	446	A
USGS	07031650	2024-03-12 08:15	CDT	446	A
USGS	07031650	2024-03-12 08:30	CDT	446	A
USGS	07031650	2024-03-12 08:45	CDT	446	A
USGS	07031650	2024-03-12 09:00	CDT	446	A
USGS	07031650	2024-03-12 09:15	CDT	446	A
USGS	07031650	2024-03-12 09:30	CDT	443	A
USGS	07031650	2024-03-12 09:45	CDT	443	A
USGS	07031650	2024-03-12 10:00	CDT	443	A
USGS	07031650	2024-03-12 10:15	CDT	443	A
USGS	07031650	2024-03-12 10:30	CDT	446	A
USGS	07031650	2024-03-12 10:45	CDT	443	A
USGS	07031650	2024-03-12 11:00	CDT	443	A
USGS	07031650	2024-03-12 11:15	CDT	446	A
USGS	07031650	2024-03-12 11:30	CDT	443	A
USGS	07031650	2024-03-12 11:45	CDT	443	A
USGS	07031650	2024-03-12 12:00	CDT	443	A
USGS	07031650	2024-03-12 12:15	CDT	443	A
USGS	07031650	2024-03-12 12:30	CDT	443	A
USGS	07031650	2024-03-12 12:45	CDT	443	A
USGS	07031650	2024-03-12 13:00	CDT	443	A
USGS	07031650	2024-03-12 13:15	CDT	443	A
USGS	07031650	2024-03-12 13:30	CDT	443	A
USGS	07031650	2024-03-12 13:45	CDT	443	A
USGS	07031650	2024-03-12 14:00	CDT	440	A
USGS	07031650	2024-03-12 14:15	CDT	443	A
USGS	07031650	2024-03-12 14:30	CDT	440	A
USGS	07031650	2024-03-12 14:45	CDT	443	A
USGS	07031650	2024-03-12 15:00	CDT	443	A
USGS	07031650	2024-03-12 15:15	CDT	443	A
USGS	07031650	2024-03-12 15:30	CDT	440	A
USGS	07031650	2024-03-12 15:45	CDT	440	A
USGS	07031650	2024-03-12 16:00	CDT	440	A
USGS	07031650	2024-03-12 16:15	CDT	440	A
USGS	07031650	2024-03-12 16:30	CDT	440	A
USGS	07031650	2024-03-12 16:45	CDT	440	A
USGS	07031650	2024-03-12 17:00	CDT	440	A
USGS	07031650	2024-03-12 17:15	CDT	440	A
USGS	07031650	2024-03-12 17:30	CDT	440	A
USGS	07031650	2024-03-12 17:45	CDT	440	A
USGS	07031650	2024-03-12 18:00	CDT	440	A
USGS	07031650	2024-03-12 18:15	CDT	440	A
USGS	07031650	2024-03-12 18:30	CDT	440	A
USGS	07031650	2024-03-12 18:45	CDT	440	A
USGS	07031650	2024-03-12 19:00	CDT	440	A
USGS	07031650	2024-03-12 19:15	CDT	440	A
USGS	07031650	2024-03-12 19:30	CDT	440	A
USGS	07031650	2024-03-12 19:45	CDT	440	A
USGS	07031650	2024-03-12 20:00	CDT	440	A
USGS	07031650	2024-03-12 20:15	CDT	440	A
USGS	07031650	2024-03-12 20:30	CDT	438	A
USGS	07031650	2024-03-12 20:45	CDT	440	A
USGS	07031650	2024-03-12 21:00	CDT	440	A
USGS	07031650	2024-03-12 21:15	CDT	440	A
USGS	07031650	2024-03-12 21:30	CDT	438	A
USGS	07031650	2024-03-12 21:45	CDT	440	A
USGS	07031650	2024-03-12 22:00	CDT	440	A
USGS	07031650	2024-03-12 22:15	CDT	440	A
USGS	07031650	2024-03-12 22:30	CDT	438	A
USGS	07031650	2024-03-12 22:45	CDT	440	A
USGS	07031650	2024-03-12 23:00	CDT	438	A
USGS	07031650	2024-03-12 23:15	CDT	440	A
USGS	07031650	2024-03-12 23:30	CDT	440	A
USGS	07031650	2024-03-12 23:45	CDT	438	A
USGS	07031650	2024-03-13 00:00	CDT	440	A
USGS	07031650	2024-03-13 00:15	CDT	438	A
USGS	07031650	2024-03-13 00:30	CDT	440	A
USGS	07031650	2024-03-13 00:45	CDT	438	A
USGS	07031650	2024-03-13 01:00	CDT	440	A
USGS	07031650	2024-03-13 01:15	CDT	440	A
USGS	07031650	2024-03-13 01:30	CDT	440	A
USGS	07031650	2024-03-13 01:45	CDT	438	A
USGS	07031650	2024-03-13 02:00	CDT	440	A
USGS	07031650	2024-03-13 02:15	CDT	438	A
USGS	07031650	2024-03-13 02:30	CDT	438	A
USGS	07031650	2024-03-13 02:45	CDT	438	A
USGS	07031650	2024-03-13 03:00	CDT	438	A
USGS	07031650	2024-03-13 03:15	CDT	438	A
USGS	07031650	2024-03-13 03:30	CDT	438	A
USGS	07031650	2024-03-13 03:45	CDT	438	A
USGS	07031650	2024-03-13 04:00	CDT	438	A
USGS	07031650	2024-03-13 04:15	CDT	438	A
USGS	07031650	2024-03-13 04:30	CDT	438	A
USGS	07031650	2024-03-13 04:45	CDT	435	A
USGS	07031650	2024-03-13 05:00	CDT	435	A
USGS	07031650	2024-03-13 05:15	CDT	435	A
USGS	07031650	2024-03-13 05:30	CDT	435	A
USGS	07031650	2024-03-13 05:45	CDT	435	A
USGS	07031650	2024-03-13 06:00	CDT	435	A
USGS	07031650	2024-03-13 06:15	CDT	435	A
USGS	07031650	2024-03-13 06:30	CDT	435	A
USGS	07031650	2024-03-13 06:45	CDT	432	A
USGS	07031650	2024-03-13 07:00	CDT	432	A
USGS	07031650	2024-03-13 07:15	CDT	432	A
USGS	07031650	2024-03-13 07:30	CDT	432	A
USGS	07031650	2024-03-13 07:45	CDT	432	A
USGS	07031650	2024-03-13 08:00	CDT	432	A
USGS	07031650	2024-03-13 08:15	CDT	432	A
USGS	07031650	2024-03-13 08:30	CDT	432	A
USGS	07031650	2024-03-13 08:45	CDT	432	A
USGS	07031650	2024-03-13 09:00	CDT	429	A
USGS	07031650	2024-03-13 09:15	CDT	429	A
USGS	07031650	2024-03-13 09:30	CDT	432	A
USGS	07031650	2024-03-13 09:45	CDT	429	A
USGS	07031650	2024-03-13 10:00	CDT	429	A
USGS	07031650	2024-03-13 10:15	CDT	429	A
USGS	07031650	2024-03-13 10:30	CDT	429	A
USGS	07031650	2024-03-13 10:45	CDT	429	A
USGS	07031650	2024-03-13 11:00	CDT	429	A
USGS	07031650	2024-03-13 11:15	CDT	429	A
USGS	07031650	2024-03-13 11:30	CDT	429	A
USGS	07031650	2024-03-13 11:45	CDT	429	A
USGS	07031650	2024-03-13 12:00	CDT	429	A
USGS	07031650	2024-03-13 12:15	CDT	429	A
USGS	07031650	2024-03-13 12:30	CDT	429	A
USGS	07031650	2024-03-13 12:45	CDT	429	A
USGS	07031650	2024-03-13 13:00	CDT	429	A
USGS	07031650	2024-03-13 13:15	CDT	429	A
USGS	07031650	2024-03-13 13:30	CDT	429	A
USGS	07031650	2024-03-13 13:45	CDT	429	A
USGS	07031650	2024-03-13 14:00	CDT	429	A
USGS	07031650	2024-03-13 14:15	CDT	429	A
USGS	07031650	2024-03-13 14:30	CDT	429	A
USGS	07031650	2024-03-13 14:45	CDT	429	A
USGS	07031650	2024-03-13 15:00	CDT	429	A
USGS	07031650	2024-03-13 15:15	CDT	429	A
USGS	07031650	2024-03-13 15:30	CDT	429	A
USGS	07031650	2024-03-13 15:45	CDT	429	A
USGS	07031650	2024-03-13 16:00	CDT	429	A
USGS	07031650	2024-03-13 16:15	CDT	429	A
USGS	07031650	2024-03-13 16:30	CDT	429	A
USGS	07031650	2024-03-13 16:45	CDT	429	A
USGS	07031650	2024-03-13 17:00	CDT	429	A
USGS	07031650	2024-03-13 17:15	CDT	426	A
USGS	07031650	2024-03-13 17:30	CDT	429	A
USGS	07031650	2024-03-13 17:45	CDT	426	A
USGS	07031650	2024-03-13 18:00	CDT	426	A
USGS	07031650	2024-03-13 18:15	CDT	426	A
USGS	07031650	2024-03-13 18:30	CDT	426	A
USGS	07031650	2024-03-13 18:45	CDT	426	A
USGS	07031650	2024-03-13 19:00	CDT	426	A
USGS	07031650	2024-03-13 19:15	CDT	426	A
USGS	07031650	2024-03-13 19:30	CDT	426	A
USGS	07031650	2024-03-13 19:45	CDT	426	A
USGS	07031650	2024-03-13 20:00	CDT	426	A
USGS	07031650	2024-03-13 20:15	CDT	426	A
USGS	07031650	2024-03-13 20:30	CDT	426	A
USGS	07031650	2024-03-13 20:45	CDT	426	A
USGS	07031650	2024-03-13 21:00	CDT	426	A
USGS	07031650	2024-03-13 21:15	CDT	426	A
USGS	07031650	2024-03-13 21:30	CDT	426	A
USGS	07031650	2024-03-13 21:45	CDT	426	A
USGS	07031650	2024-03-13 22:00	CDT	426	A
USGS	07031650	2024-03-13 22:15	CDT	426	A
USGS	07031650	2024-03-13 22:30	CDT	426	A
USGS	07031650	2024-03-13 22:45	CDT	426	A
USGS	07031650	2024-03-13 23:00	CDT	426	A
USGS	07031650	2024-03-13 23:15	CDT	426	A
USGS	07031650	2024-03-13 23:30	CDT	426	A
USGS	07031650	2024-03-13 23:45	CDT	426	A
USGS	07031650	2024-03-14 00:00	CDT	426	A
USGS	07031650	2024-03-14 00:15	CDT	426	A
USGS	07031650	2024-03-14 00:30	CDT	426	A
USGS	07031650	2024-03-14 00:45	CDT	426	A
USGS	07031650	2024-03-14 01:00	CDT	426	A
USGS	07031650	2024-03-14 01:15	CDT	429	A
USGS	07031650	2024-03-14 01:30	CDT	426	A
USGS	07031650	2024-03-14 01:45	CDT	429	A
USGS	07031650	2024-03-14 02:00	CDT	426	A
USGS	07031650	2024-03-14 02:15	CDT	426	A
USGS	07031650	2024-03-14 02:30	CDT	426	A
USGS	07031650	2024-03-14 02:45	CDT	426	A
USGS	07031650	2024-03-14 03:00	CDT	426	A
USGS	07031650	2024-03-14 03:15	CDT	426	A
USGS	07031650	2024-03-14 03:30	CDT	426	A
USGS	07031650	2024-03-14 03:45	CDT	426	A
USGS	07031650	2024-03-14 04:00	CDT	423	A
USGS	07031650	2024-03-14 04:15	CDT	426	A
USGS	07031650	2024-03-14 04:30	CDT	426	A
USGS	07031650	2024-03-14 04:45	CDT	426	A
USGS	07031650	2024-03-14 05:00	CDT	423	A
USGS	07031650	2024-03-14 05:15	CDT	423	A
USGS	07031650	2024-03-14 05:30	CDT	423	A
USGS	07031650	2024-03-14 05:45	CDT	423	A
USGS	07031650	2024-03-14 06:00	CDT	423	A
USGS	07031650	2024-03-14 06:15	CDT	423	A
USGS	07031650	2024-03-14 06:30	CDT	423	A
USGS	07031650	2024-03-14 06:45	CDT	420	A
USGS	07031650	2024-03-14 07:00	CDT	423	A
USGS	07031650	2024-03-14 07:15	CDT	420	A
USGS	07031650	2024-03-14 07:30	CDT	420	A
USGS	07031650	2024-03-14 07:45	CDT	420	A
USGS	07031650	2024-03-14 08:00	CDT	420	A
USGS	07031650	2024-03-14 08:15	CDT	420	A
